,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,Game,Home,MP,ORB,PF,PTS,STL,TOV,TP,TPA,TPP,TRB,Team,Win,X,Y,Year
407,13,2,33,37,85,0.435,21,28,0.75,6,0,265,12,21,100,8,13,5,18,0.278,45,Spurs,0,,192.0,2013
408,13,3,31,31,82,0.37799999999999995,20,22,0.909,7,0,240,12,19,88,12,14,6,19,0.316,43,Spurs,0,,193.0,2013
409,16,2,22,37,78,0.474,9,11,0.818,1,0,240,7,21,95,14,16,12,29,0.414,29,Heat,0,,194.0,2014
410,16,3,33,37,70,0.529,16,21,0.762,2,0,240,5,20,98,6,13,8,19,0.42100000000000004,38,Heat,1,,195.0,2014
411,17,1,21,32,62,0.516,18,24,0.75,3,1,240,5,26,92,8,20,10,21,0.47600000000000003,26,Heat,0,,196.0,2014
412,13,1,21,32,71,0.451,13,20,0.65,4,1,240,6,25,86,7,13,9,22,0.409,27,Heat,0,,197.0,2014
413,14,4,36,30,75,0.4,20,27,0.741,5,0,240,5,23,87,5,10,7,25,0.28,41,Heat,0,,198.0,2014
414,19,5,32,39,94,0.415,13,19,0.684,1,0,265,13,20,100,10,11,9,31,0.29,45,Cavaliers,0,,199.0,2015
415,14,3,41,29,90,0.322,28,40,0.7,2,0,265,14,24,95,11,13,9,27,0.33299999999999996,55,Cavaliers,1,,200.0,2015
416,15,8,37,35,76,0.461,17,24,0.708,3,1,240,6,16,96,9,14,9,21,0.429,43,Cavaliers,1,,201.0,2015
417,16,3,33,29,88,0.33,20,28,0.7140000000000001,4,1,240,16,19,82,2,9,4,27,0.14800000000000002,49,Cavaliers,0,,202.0,2015
418,17,4,27,32,81,0.395,15,21,0.7140000000000001,5,0,240,10,28,91,10,10,12,35,0.34299999999999997,37,Cavaliers,0,,203.0,2015
419,14,7,40,32,82,0.39,27,39,0.6920000000000001,6,1,240,16,26,97,3,16,6,26,0.231,56,Cavaliers,0,,204.0,2015
420,29,4,32,43,87,0.494,9,10,0.9,1,1,240,9,16,104,9,9,9,27,0.33299999999999996,41,Warriors,1,,205.0,2016
421,26,9,34,44,81,0.5429999999999999,7,10,0.7,2,1,240,12,20,110,7,20,15,33,0.455,46,Warriors,1,,206.0,2016
422,21,4,24,32,76,0.42100000000000004,17,26,0.654,3,0,240,8,23,90,5,18,9,33,0.273,32,Warriors,0,,207.0,2016
423,23,6,29,33,81,0.40700000000000003,25,31,0.8059999999999999,4,0,240,14,22,108,7,8,17,36,0.47200000000000003,43,Warriors,1,,208.0,2016
424,18,9,30,32,88,0.364,19,26,0.731,5,1,240,13,21,97,6,17,14,43,0.326,43,Warriors,0,,209.0,2016
425,19,3,26,33,82,0.402,20,29,0.69,6,0,240,9,25,101,5,14,15,39,0.385,35,Warriors,0,,210.0,2016
426,22,5,32,32,83,0.386,10,13,0.769,7,1,240,7,23,89,7,10,15,41,0.366,39,Warriors,0,,211.0,2016
427,15,6,44,30,86,0.349,20,25,0.8,1,0,240,15,23,91,0,20,11,31,0.355,59,Cavaliers,0,,212.0,2017
428,27,1,31,45,100,0.45,15,19,0.789,2,0,240,10,18,113,15,9,8,29,0.276,41,Cavaliers,0,,213.0,2017
429,17,3,27,40,90,0.444,21,25,0.84,3,1,240,10,25,113,9,12,12,44,0.273,37,Cavaliers,0,,214.0,2017
430,27,3,30,46,87,0.529,21,31,0.677,4,1,240,11,24,137,6,11,24,45,0.5329999999999999,41,Cavaliers,1,,215.0,2017
431,22,5,28,47,88,0.534,15,23,0.652,5,0,240,12,22,120,6,14,11,24,0.45799999999999996,40,Cavaliers,0,,216.0,2017
